Time,THERMAL ZONE 1:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1::Des Latent Heat Load [W],THERMAL ZONE 1::Des Latent Cool Load [W],THERMAL ZONE 1::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 1::Des Heat Load No DOAS [W],THERMAL ZONE 1::Des Sens Cool Load No DOAS [W],THERMAL ZONE 1::Des Latent Heat Load No DOAS [W],THERMAL ZONE 1::Des Latent Cool Load No DOAS [W],THERMAL ZONE 1:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 1:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 1:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 1:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],THERMAL ZONE 2:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2::Des Latent Heat Load [W],THERMAL ZONE 2::Des Latent Cool Load [W],THERMAL ZONE 2::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 2::Des Heat Load No DOAS [W],THERMAL ZONE 2::Des Sens Cool Load No DOAS [W],THERMAL ZONE 2::Des Latent Heat Load No DOAS [W],THERMAL ZONE 2::Des Latent Cool Load No DOAS [W],THERMAL ZONE 2:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 2:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 2:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 2:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],THERMAL ZONE 3:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3::Des Latent Heat Load [W],THERMAL ZONE 3::Des Latent Cool Load [W],THERMAL ZONE 3::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 3::Des Heat Load No DOAS [W],THERMAL ZONE 3::Des Sens Cool Load No DOAS [W],THERMAL ZONE 3::Des Latent Heat Load No DOAS [W],THERMAL ZONE 3::Des Latent Cool Load No DOAS [W],THERMAL ZONE 3:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 3:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 3:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 3:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],THERMAL ZONE 4:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:BEIJING ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],THERMAL ZONE 4:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:BEIJING ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4::Des Latent Heat Load [W],THERMAL ZONE 4::Des Latent Cool Load [W],THERMAL ZONE 4::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 4::Des Heat Load No DOAS [W],THERMAL ZONE 4::Des Sens Cool Load No DOAS [W],THERMAL ZONE 4::Des Latent Heat Load No DOAS [W],THERMAL ZONE 4::Des Latent Cool Load No DOAS [W],THERMAL ZONE 4:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 4:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 4:BEIJING ANN CLG .4% CONDNS WB=>MDB:Cooling Zone Temperature [C],THERMAL ZONE 4:BEIJING ANN CLG .4% CONDNS WB=>MDB:Cooling Zone Relative Humidity [%],THERMAL ZONE 5:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5::Des Latent Heat Load [W],THERMAL ZONE 5::Des Latent Cool Load [W],THERMAL ZONE 5::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 5::Des Heat Load No DOAS [W],THERMAL ZONE 5::Des Sens Cool Load No DOAS [W],THERMAL ZONE 5::Des Latent Heat Load No DOAS [W],THERMAL ZONE 5::Des Latent Cool Load No DOAS [W],THERMAL ZONE 5:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 5:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 5:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 5:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
01:50:00,4.254109E+03,1.059315E+03,3.487814E-01,9.702043E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803873E+01,5.285446E+01,2.669772E+01,4.465842E+01,7.167754E+03,6.962943E+02,5.034539E-01,6.376804E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803808E+01,5.313590E+01,2.669841E+01,4.731376E+01,2.505485E+03,1.198898E+03,2.466638E-01,9.252261E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803882E+01,5.525018E+01,2.669587E+01,4.259512E+01,1.754070E+03,0.000000E+00,2.161245E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804086E+01,5.499056E+01,2.582446E+01,8.281301E+01,1.343295E+03,9.489051E+01,1.655419E-01,1.068734E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804234E+01,5.573140E+01,2.669925E+01,4.805374E+01
02:00:00,4.264957E+03,1.052064E+03,3.496709E-01,9.635608E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803873E+01,5.287065E+01,2.669773E+01,4.467643E+01,7.188427E+03,6.882913E+02,5.049063E-01,6.303495E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803809E+01,5.315350E+01,2.669844E+01,4.732846E+01,2.510155E+03,1.193974E+03,2.471227E-01,9.214252E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803882E+01,5.525866E+01,2.669588E+01,4.260678E+01,1.759443E+03,0.000000E+00,2.167862E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804087E+01,5.500572E+01,2.580832E+01,8.264283E+01,1.348156E+03,9.301030E+01,1.661410E-01,1.047556E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804234E+01,5.574816E+01,2.669926E+01,4.809423E+01
02:10:00,4.274021E+03,1.044485E+03,3.504142E-01,9.566181E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803874E+01,5.288441E+01,2.669774E+01,4.469799E+01,7.205606E+03,6.794221E+02,5.061134E-01,6.222256E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803809E+01,5.316829E+01,2.669846E+01,4.735368E+01,2.513988E+03,1.189010E+03,2.474999E-01,9.175936E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803882E+01,5.526564E+01,2.669589E+01,4.261915E+01,1.763940E+03,0.000000E+00,2.173403E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804087E+01,5.501845E+01,2.579045E+01,8.247289E+01,1.352229E+03,9.090621E+01,1.666430E-01,1.023857E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804234E+01,5.576242E+01,2.669928E+01,4.814239E+01
02:20:00,4.281703E+03,1.036663E+03,3.510443E-01,9.494525E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803874E+01,5.289613E+01,2.669775E+01,4.472157E+01,7.220049E+03,6.698513E+02,5.071281E-01,6.134591E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803810E+01,5.318074E+01,2.669848E+01,4.738642E+01,2.517186E+03,1.184032E+03,2.478148E-01,9.137512E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803883E+01,5.527152E+01,2.669591E+01,4.263137E+01,1.767752E+03,0.000000E+00,2.178101E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804088E+01,5.502926E+01,2.577209E+01,8.230562E+01,1.355689E+03,8.862223E+01,1.670695E-01,9.981311E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804235E+01,5.577455E+01,2.669930E+01,4.819715E+01
02:30:00,4.288240E+03,1.028653E+03,3.515804E-01,9.421152E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803875E+01,5.290614E+01,2.669776E+01,4.474634E+01,7.232240E+03,6.596956E+02,5.079846E-01,6.041571E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803810E+01,5.319126E+01,2.669850E+01,4.742486E+01,2.519870E+03,1.179060E+03,2.480791E-01,9.099132E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803883E+01,5.527653E+01,2.669592E+01,4.264322E+01,1.770996E+03,0.000000E+00,2.182100E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804088E+01,5.503851E+01,2.575336E+01,8.214510E+01,1.358637E+03,8.618751E+01,1.674329E-01,9.707076E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804235E+01,5.578491E+01,2.669931E+01,4.825787E+01
02:40:00,4.293885E+03,1.020517E+03,3.520434E-01,9.346622E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803875E+01,5.291480E+01,2.669778E+01,4.477206E+01,7.242660E+03,6.490745E+02,5.087167E-01,5.944290E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803811E+01,5.320028E+01,2.669852E+01,4.746809E+01,2.522159E+03,1.174115E+03,2.483044E-01,9.060957E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803883E+01,5.528087E+01,2.669593E+01,4.265492E+01,1.773795E+03,0.000000E+00,2.185549E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804088E+01,5.504654E+01,2.573392E+01,8.199374E+01,1.361186E+03,8.363413E+01,1.677471E-01,9.419478E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804235E+01,5.579386E+01,2.669933E+01,4.832431E+01
02:50:00,4.298753E+03,1.012296E+03,3.524426E-01,9.271320E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803875E+01,5.292233E+01,2.669779E+01,4.479876E+01,7.251559E+03,6.380761E+02,5.093420E-01,5.843553E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803811E+01,5.320806E+01,2.669854E+01,4.751575E+01,2.524112E+03,1.169211E+03,2.484968E-01,9.023104E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803883E+01,5.528462E+01,2.669594E+01,4.266669E+01,1.776205E+03,0.000000E+00,2.188520E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804088E+01,5.505353E+01,2.571350E+01,8.185201E+01,1.363384E+03,8.098338E+01,1.680180E-01,9.120913E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804235E+01,5.580164E+01,2.669935E+01,4.839647E+01
03:00:00,4.302991E+03,1.004037E+03,3.527902E-01,9.195672E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803875E+01,5.292885E+01,2.669780E+01,4.482646E+01,7.259223E+03,6.267920E+02,5.098804E-01,5.740200E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803811E+01,5.321473E+01,2.669857E+01,4.756755E+01,2.525797E+03,1.164365E+03,2.486628E-01,8.985698E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803883E+01,5.528784E+01,2.669595E+01,4.267864E+01,1.778300E+03,0.000000E+00,2.191102E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804089E+01,5.505956E+01,2.569214E+01,8.171864E+01,1.365298E+03,7.825908E+01,1.682540E-01,8.814064E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804236E+01,5.580838E+01,2.669937E+01,4.847434E+01
03:10:00,4.306698E+03,9.955674E+02,3.530942E-01,9.118091E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803876E+01,5.293453E+01,2.669781E+01,4.485514E+01,7.265854E+03,6.149941E+02,5.103463E-01,5.632144E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803811E+01,5.322047E+01,2.669859E+01,4.762325E+01,2.527260E+03,1.159470E+03,2.488068E-01,8.947910E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803884E+01,5.529064E+01,2.669597E+01,4.269078E+01,1.780128E+03,0.000000E+00,2.193356E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804089E+01,5.506479E+01,2.566993E+01,8.159232E+01,1.366971E+03,7.542322E+01,1.684602E-01,8.494653E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804236E+01,5.581423E+01,2.669939E+01,4.855785E+01
03:20:00,4.309970E+03,9.869188E+02,3.533625E-01,9.038871E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803876E+01,5.293958E+01,2.669782E+01,4.488475E+01,7.271639E+03,6.027497E+02,5.107528E-01,5.519997E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803812E+01,5.322551E+01,2.669861E+01,4.768261E+01,2.528543E+03,1.154531E+03,2.489332E-01,8.909786E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803884E+01,5.529313E+01,2.669598E+01,4.270311E+01,1.781738E+03,0.000000E+00,2.195340E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804089E+01,5.506945E+01,2.564700E+01,8.147184E+01,1.368447E+03,7.249241E+01,1.686422E-01,8.164547E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804236E+01,5.581943E+01,2.669942E+01,4.864691E+01
03:30:00,4.312869E+03,9.781125E+02,3.536002E-01,8.958207E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803876E+01,5.294411E+01,2.669783E+01,4.491523E+01,7.276707E+03,5.901063E+02,5.111088E-01,5.404197E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803812E+01,5.323000E+01,2.669864E+01,4.774539E+01,2.529673E+03,1.149554E+03,2.490445E-01,8.871371E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803884E+01,5.529537E+01,2.669599E+01,4.271559E+01,1.783160E+03,0.000000E+00,2.197093E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804089E+01,5.507363E+01,2.562339E+01,8.135653E+01,1.369754E+03,6.947782E+01,1.688032E-01,7.825008E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804236E+01,5.582408E+01,2.669944E+01,4.874142E+01
03:40:00,4.315457E+03,9.691595E+02,3.538125E-01,8.876201E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803876E+01,5.294822E+01,2.669785E+01,4.494653E+01,7.281182E+03,5.770973E+02,5.114232E-01,5.285049E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803812E+01,5.323402E+01,2.669866E+01,4.781139E+01,2.530678E+03,1.144539E+03,2.491434E-01,8.832663E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803884E+01,5.529740E+01,2.669600E+01,4.272822E+01,1.784427E+03,0.000000E+00,2.198654E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804089E+01,5.507743E+01,2.559919E+01,8.124574E+01,1.370919E+03,6.638714E+01,1.689468E-01,7.476898E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804236E+01,5.582830E+01,2.669946E+01,4.884125E+01
03:50:00,4.317799E+03,9.600809E+02,3.540045E-01,8.793043E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803876E+01,5.295194E+01,2.669786E+01,4.497865E+01,7.285186E+03,5.637679E+02,5.117045E-01,5.162967E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803812E+01,5.323763E+01,2.669869E+01,4.788054E+01,2.531583E+03,1.139492E+03,2.492325E-01,8.793707E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803884E+01,5.529924E+01,2.669602E+01,4.274101E+01,1.785570E+03,0.000000E+00,2.200062E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804089E+01,5.508086E+01,2.557441E+01,8.113904E+01,1.371972E+03,6.323074E+01,1.690766E-01,7.121389E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804236E+01,5.583211E+01,2.669948E+01,4.894641E+01
04:00:00,4.319930E+03,9.508989E+02,3.541793E-01,8.708939E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803876E+01,5.295534E+01,2.669787E+01,4.501154E+01,7.288793E+03,5.501644E+02,5.119579E-01,5.038375E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803812E+01,5.324089E+01,2.669871E+01,4.795268E+01,2.532403E+03,1.134421E+03,2.493133E-01,8.754558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.803884E+01,5.530090E+01,2.669603E+01,4.275397E+01,1.786607E+03,0.000000E+00,2.201340E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804089E+01,5.508398E+01,2.554913E+01,8.103589E+01,1.372928E+03,6.001965E+01,1.691945E-01,6.759721E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.804236E+01,5.583558E+01,2.669951E+01,4.905682E+01
04:10:00,4.865727E+03,9.418523E+02,4.194765E-01,8.626074E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.046873E+01,4.760123E+01,2.669788E+01,4.504514E+01,8.116803E+03,5.366375E+02,5.950109E-01,4.914485E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.047518E+01,4.762479E+01,2.669874E+01,4.802764E+01,2.786231E+03,1.129455E+03,2.924618E-01,8.716226E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.043148E+01,4.944658E+01,2.669604E+01,4.276705E+01,2.044333E+03,0.000000E+00,2.755145E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.042278E+01,4.971413E+01,2.552338E+01,8.093593E+01,1.611764E+03,5.681945E+01,2.173486E-01,6.399282E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.043399E+01,5.010885E+01,2.669953E+01,4.917235E+01
04:20:00,4.985271E+03,9.329509E+02,4.518962E-01,8.544540E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099849E+01,4.689027E+01,2.669789E+01,4.507842E+01,8.410938E+03,5.232081E+02,6.441700E-01,4.791489E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099811E+01,4.691496E+01,2.669876E+01,4.810367E+01,2.862900E+03,1.124605E+03,3.207579E-01,8.678791E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099854E+01,4.837022E+01,2.669605E+01,4.277959E+01,2.109361E+03,0.000000E+00,3.099518E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099910E+01,4.873739E+01,2.549824E+01,8.084082E+01,1.658751E+03,5.363851E+01,2.432219E-01,6.041013E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099938E+01,4.911404E+01,2.669956E+01,4.929157E+01
