Site Outdoor Air Drybulb Temperature,Zone Windows Total Heat Gain Energy,Zone Air Relative Humidity,Zone Mechanical Ventilation Mass Flow Rate,Zone Thermostat Cooling Setpoint Temperature,Electricity_Zone_1
26.9,4445537.595352454,42.008939812200154,68.02264625126938,24.0,5513748.527497057
26.9,3233140.974881082,41.95879056906319,68.02264625126938,24.0,5513748.527497057
26.7,2871711.37870164,41.93264657345669,68.02264625126938,24.0,5138957.777915558
26.6,4631130.542354139,41.91871349896588,68.02264625126938,24.0,5513748.527497057
26.7,6462557.351235654,41.920563612343436,68.02264625126938,24.0,5513748.527497057
26.4,7656130.681487333,41.94113491035753,68.02264625126938,24.0,5513748.527497057
25.8,8131166.542517415,41.97110583621899,68.02264625126938,24.0,5513748.527497057
25.0,6842297.708682567,42.024837774144494,68.02264625126938,24.0,4663261.826523656
24.2,2969754.0270886873,42.10992462730483,68.02264625126938,24.0,3437984.375968754
23.6,23381.446783220596,42.204817068457615,68.02264625126938,24.0,3437984.375968754
23.4,0.0,41.70260164218682,22.674215417089794,24.0,2587497.674995352
23.4,0.0,41.52393149016373,0.0,24.0,2587497.674995352
23.3,0.0,42.56031153752577,0.0,24.0,1737010.9740219507
22.9,0.0,43.20611369095962,0.0,24.0,1618086.9861739753
21.8,0.0,43.562274213586115,0.0,24.0,1618086.9861739753
19.9,0.0,43.05999553325773,0.0,24.0,1618086.9861739753
17.3,0.0,41.47709369376946,0.0,24.0,1618086.9861739753
15.9,0.0,37.860714992050085,0.0,24.0,1618086.9861739753
16.9,0.0,34.90363476504734,0.0,24.0,1618086.9861739753
19.3,0.0,32.90935522934985,0.0,24.0,1737010.9740219507
22.5,2484837.8379359976,32.68113083282637,0.0,24.0,1737010.9740219507
25.6,4352610.003275533,39.73389129683171,0.0,24.0,2212706.9254138526
28.1,5300978.517578064,37.86926160219621,11.337107708544897,24.0,5513748.527497057
29.9,5632317.826176928,38.13674254913751,22.674215417089794,24.0,5513748.527497057
31.1,4908224.929703984,38.47351738819255,68.02264625126938,24.0,5513748.527497057
31.7,3678207.905524322,38.80291590670826,68.02264625126938,24.0,5513748.527497057
31.9,3280010.743907807,39.10084878317849,68.02264625126938,24.0,5138957.777915558
31.0,4954102.72085157,39.365708260027155,68.02264625126938,24.0,5513748.527497057
29.6,6664942.82514944,39.619386146816296,68.02264625126938,24.0,5513748.527497057
28.2,7757971.742668334,39.88759797145992,68.02264625126938,24.0,5513748.527497057
26.8,8073735.832261228,40.18262481637088,68.02264625126938,24.0,5513748.527497057
25.7,6618768.420134791,40.5380765517107,68.02264625126938,24.0,4663261.826523656
24.9,2841545.4227551846,40.749801864759625,68.02264625126938,24.0,3437984.375968754
24.5,4797.806619951904,41.035714412161475,68.02264625126938,24.0,3437984.375968754
24.5,0.0,41.04876658871077,68.02264625126938,24.0,2587497.674995352
24.8,0.0,41.67825583141292,0.0,24.0,2587497.674995352
25.0,0.0,45.00680283805508,0.0,24.0,1737010.9740219507
24.7,0.0,44.24497488981722,0.0,24.0,1618086.9861739753
23.8,0.0,42.95080838766308,0.0,24.0,1243296.236592475
21.8,0.0,40.51294394985918,0.0,24.0,1243296.236592475
19.0,0.0,36.824349922727926,0.0,24.0,1243296.236592475
17.5,0.0,33.02386032994767,0.0,24.0,1243296.236592475
18.1,0.0,29.000074536248434,0.0,24.0,1243296.236592475
19.6,0.0,27.191546301220697,0.0,24.0,1243296.236592475
21.5,2162541.3280742774,28.47741437182044,0.0,24.0,1737010.9740219507
23.2,3417150.0744520808,32.6557207597078,0.0,24.0,1737010.9740219507
24.5,4457188.344143088,32.70907077611789,11.337107708544897,24.0,3063193.626387254
25.3,4721816.95836491,33.090225722177564,22.674215417089794,24.0,3063193.626387254
25.9,4095679.384892667,33.5741627917139,68.02264625126834,24.0,3063193.626387254
26.5,3173270.2444920368,34.02397715271458,68.02264625126965,24.0,3063193.626387254
27.4,3976562.6852096072,34.366570375042684,68.0226462512689,24.0,3063193.626387254
28.6,4740562.020020274,34.63730128815809,68.02264625126894,24.0,3063193.626387254
29.7,6910268.290771202,34.527214455317015,68.02264625126972,24.0,1668539.587079176
29.3,8420027.28494161,34.41300459076724,68.02264625126995,24.0,1668539.587079176
28.3,9051556.149669379,34.29488620874145,68.0226462512684,24.0,1668539.587079176
26.9,7507389.1456010295,34.27450326297782,68.02264625126938,24.0,1243296.236592475
25.3,3363941.459253016,33.990081645857465,68.02264625127164,24.0,1243296.236592475
23.7,81267.03680195929,33.62514444434933,68.02264625126938,24.0,1243296.236592475
22.3,0.0,36.15130966517358,12.497396678170691,24.0,1243296.236592475
21.0,0.0,39.70482508950639,0.0,24.0,1243296.236592475
19.9,0.0,43.23188665994028,0.0,24.0,1243296.236592475
18.9,0.0,48.71115501050326,0.0,24.0,1243296.236592475
18.0,0.0,52.79458104149162,0.0,23.0,1243296.236592475
17.0,0.0,55.62412635199664,0.0,23.0,1243296.236592475
16.1,0.0,56.84951333177136,0.0,23.0,1243296.236592475
15.7,0.0,55.732986419858946,0.0,23.0,1243296.236592475
16.4,0.0,52.9932841594966,0.0,23.0,1243296.236592475
18.1,0.0,50.59662716038263,0.0,23.0,1243296.236592475
20.4,2476356.1471563834,47.899104605114026,0.0,23.0,1243296.236592475
22.7,4108077.7535192687,45.26068290547628,0.0,23.0,1243296.236592475
24.7,5217624.567398342,41.63430207116607,3.7790359028482894,23.0,1243296.236592475
26.3,5270009.225990618,41.745516476563985,22.674215417089794,23.0,1243296.236592475
27.6,4609571.791006827,40.91194201153442,13.604529250253876,23.0,1243296.236592475
28.9,3202677.2771041375,40.80841791307911,34.01132312563469,23.0,1243296.236592475
30.1,2913149.9320393964,40.54077048128238,68.02264625126938,23.0,1243296.236592475
31.3,4628277.530922139,40.298579574110825,68.02264625126938,23.0,1243296.236592475
32.2,6684925.923124033,40.08713987016165,68.02264625126938,23.0,1243296.236592475
31.9,8086019.337462817,39.95929536975169,68.02264625126938,23.0,1243296.236592475
31.0,8512009.710812354,39.89026457331303,68.02264625126938,23.0,1243296.236592475
29.9,7216440.648762589,39.877874562945905,68.02264625126938,23.0,1243296.236592475
28.9,3457329.6591680367,39.905736002645185,68.02264625126938,23.0,1243296.236592475
28.2,458486.80524710455,39.93941461663807,68.02264625126938,23.0,1243296.236592475
28.0,375467.9944698865,39.99057937588347,68.02264625126938,23.0,1243296.236592475
28.0,411188.6245145723,39.89900805878325,0.0,23.0,1243296.236592475
27.9,443424.1424080264,41.98221378664041,0.0,23.0,1243296.236592475
27.4,285958.2912822484,42.35687570139526,0.0,23.0,1243296.236592475
26.1,269392.6352363238,41.16553213627903,0.0,23.0,1618086.9861739753
23.6,165348.28581811715,40.53183011515165,0.0,23.0,1618086.9861739753
20.2,0.0,38.529034355849795,0.0,23.0,1618086.9861739753
18.4,0.0,35.728743350345674,0.0,23.0,1618086.9861739753
19.0,0.0,34.972872300567175,0.0,23.0,1618086.9861739753
20.4,0.0,35.256940302454396,0.0,23.0,1737010.9740219507
22.3,2420231.562144042,37.2187713955914,0.0,23.0,1737010.9740219507
24.5,3923977.3325458076,45.37083345316963,0.0,23.0,2212706.9254138526
26.6,4739195.407578603,45.82878168776416,11.337107708544897,23.0,5513748.527497057
28.5,4974038.420387454,46.08419228606041,13.604529250253876,23.0,5513748.527497057
30.3,4454419.705257351,45.87903218272656,34.01132312563469,23.0,5513748.527497057
31.9,3553439.0699211764,45.9840523770517,68.02264625126938,23.0,5513748.527497057
33.3,3376038.45369487,46.076610937916016,68.02264625126938,23.0,5138957.777915558
34.5,5329531.88548151,46.118599917315954,68.02264625126938,23.0,5513748.527497057
35.2,7454635.194653381,46.139837132869324,68.02264625126938,23.0,5513748.527497057
34.7,8838067.106981805,46.17770532098306,68.02264625126938,23.0,5513748.527497057
33.2,9288305.04830179,46.22875005027367,68.02264625126938,23.0,5513748.527497057
31.4,7848387.128795598,46.30253904905939,68.02264625126938,23.0,4663261.826523656
29.4,3772806.521299474,46.42545187780055,68.02264625126938,23.0,3437984.375968754
27.7,584869.7592455614,46.560747574456556,68.02264625126938,23.0,3437984.375968754
26.6,240650.8759684661,46.473022787343986,68.02264625126938,23.0,2587497.674995352
25.9,84590.69456697779,45.61230197637351,0.0,23.0,2587497.674995352
25.3,25536.583877720175,51.22504286685029,0.0,23.0,1737010.9740219507
24.5,0.0,56.833620720999164,0.0,23.0,1618086.9861739753
23.5,0.0,59.63499384913945,0.0,23.0,1618086.9861739753
21.7,0.0,59.84498324139278,0.0,23.0,1618086.9861739753
19.4,0.0,59.1396745332148,0.0,23.0,1618086.9861739753
18.2,0.0,56.05481641619184,0.0,23.0,1618086.9861739753
18.7,0.0,52.96249471381292,0.0,23.0,1618086.9861739753
20.0,0.0,51.57367263743593,0.0,23.0,1737010.9740219507
21.8,2227344.251853983,51.09521970122353,0.0,23.0,1737010.9740219507
23.9,3825565.9392700302,58.42006034705663,0.0,23.0,2212706.9254138526
26.0,4792625.727830846,56.40404404318069,11.337107708544897,23.0,5513748.527497057
28.0,5088395.600785945,55.42666553162262,13.604529250253876,23.0,5513748.527497057
29.9,4742913.876750508,55.204064835034714,34.01132312563469,23.0,5513748.527497057
31.6,2535619.3039057017,54.86299477707484,68.02264625126938,23.0,5513748.527497057
33.0,3642124.8176088016,54.51228574701587,68.02264625126938,23.0,5138957.777915558
34.2,5690599.958164123,54.112768215338846,68.02264625126938,23.0,5513748.527497057
34.8,5151509.807947605,53.69796110276879,68.02264625126938,23.0,5513748.527497057
34.4,9209804.916426409,53.25596765709759,68.02264625126938,23.0,5513748.527497057
33.4,9745053.338928279,52.78224857733782,68.02264625126938,23.0,5513748.527497057
32.0,8353256.815849978,52.339575104399714,68.02264625126938,23.0,4663261.826523656
30.4,4051962.430548771,51.99713080904315,68.02264625126938,23.0,3437984.375968754
28.8,651637.4795268747,51.708413852430965,68.02264625126938,23.0,3437984.375968754
27.4,331858.896834937,51.25881172456208,68.02264625126938,23.0,2587497.674995352
26.0,232391.44834271062,45.98386831610038,0.0,23.0,2587497.674995352
24.8,0.0,48.47813467063468,0.0,23.0,1737010.9740219507
23.6,0.0,52.49623160342266,0.0,23.0,1618086.9861739753
22.3,0.0,55.59764264338215,0.0,23.0,1618086.9861739753
20.9,0.0,57.993165168398455,0.0,23.0,1618086.9861739753
19.5,0.0,59.37802375653083,0.0,23.0,1618086.9861739753
18.8,0.0,59.14834713028523,0.0,23.0,1618086.9861739753
19.2,0.0,58.853403876180664,0.0,23.0,1618086.9861739753
20.4,0.0,58.04510712597121,0.0,23.0,1737010.9740219507
22.0,2306159.847907853,57.091087426381,0.0,23.0,1737010.9740219507
23.8,3647944.271569856,63.531350857154834,0.0,23.0,2212706.9254138526
25.6,4508042.910265004,59.928342539808725,13.604529250253876,23.0,5513748.527497057
27.3,4803975.405118371,58.26309788934401,13.604529250253876,23.0,5513748.527497057
28.8,4395852.814761133,57.57387360271701,22.674215417089794,23.0,5513748.527497057
30.3,3365729.04696152,56.993870558701865,68.02264625126938,23.0,5513748.527497057
31.5,3323950.547630512,56.421955582245985,68.02264625126938,23.0,5138957.777915558
32.6,5234578.4062992865,55.81932242844192,68.02264625126938,23.0,5513748.527497057
33.2,7306176.034834403,55.21915557854982,68.02264625126938,23.0,5513748.527497057
32.7,8574429.569623372,54.66078674673416,68.02264625126938,23.0,5513748.527497057
31.3,9007794.7537204,54.131357330462514,68.02264625126938,23.0,5513748.527497057
29.5,7549960.413141346,53.694480577185146,68.02264625126938,23.0,4663261.826523656
27.7,3638201.730617477,53.38623146839052,68.02264625126938,23.0,3437984.375968754
26.2,256426.4248531982,53.12616833315683,68.02264625126938,23.0,3437984.375968754
25.4,66974.4573019615,52.717718499046974,68.02264625126938,23.0,2587497.674995352
25.0,5236.079206265125,49.132426996149235,0.0,23.0,2587497.674995352
24.8,0.0,54.0230429043242,0.0,23.0,1737010.9740219507
24.3,0.0,57.65271073478667,0.0,23.0,1618086.9861739753
23.4,0.0,58.58036562476514,0.0,23.0,1618086.9861739753
21.6,0.0,58.29434636375929,0.0,23.0,1618086.9861739753
19.1,0.0,57.06002520349887,0.0,23.0,1618086.9861739753
17.8,0.0,54.550175079514894,0.0,23.0,1618086.9861739753
18.3,0.0,50.759650068820974,0.0,23.0,1618086.9861739753
19.7,0.0,49.02874597768627,0.0,23.0,1737010.9740219507
21.5,2438105.744191661,48.654855226717615,0.0,23.0,1737010.9740219507
23.3,3874309.682634358,58.9664235939466,0.0,23.0,2212706.9254138526
24.9,4895083.739201302,55.89962596587436,13.604529250253876,23.0,5513748.527497057
26.3,5107264.572129088,54.97672714620744,13.604529250253876,23.0,5513748.527497057
27.7,4525806.40397369,54.70867331203236,34.01132312563469,23.0,5513748.527497057
29.2,3452442.948729723,54.365387179641836,68.02264625126938,23.0,5513748.527497057
30.9,3261438.345630402,54.028881999172185,68.02264625126938,23.0,5138957.777915558
33.1,5408730.781015853,53.67106721540441,68.02264625126938,23.0,5513748.527497057
34.8,5121631.13131473,53.34479507915292,68.02264625126938,23.0,5513748.527497057
34.3,6257230.543244399,53.07496271460184,68.02264625126938,23.0,5513748.527497057
33.2,9508863.478564292,52.7836220246238,68.02264625126938,23.0,5513748.527497057
31.6,8055319.514106566,52.52479433952736,68.02264625126938,23.0,4663261.826523656
29.9,4142004.772039197,52.35607558980767,68.02264625126938,23.0,3437984.375968754
28.5,725686.4592320041,52.21044959225751,68.02264625126938,23.0,3437984.375968754
27.5,421341.51866339525,51.89097905716251,68.02264625126938,23.0,2587497.674995352
26.9,315413.47774178995,48.8216727034916,0.0,23.0,2587497.674995352
26.3,144905.84040664605,53.32522839456338,0.0,23.0,1737010.9740219507
25.6,0.0,57.855221515807465,0.0,23.0,1618086.9861739753
24.5,0.0,59.94578384911533,0.0,23.0,1618086.9861739753
22.8,0.0,59.9335814510483,0.0,23.0,1618086.9861739753
20.6,0.0,59.559081708615224,0.0,23.0,1618086.9861739753
19.5,0.0,57.973151892565255,0.0,23.0,1618086.9861739753
20.0,0.0,55.41017989741126,0.0,23.0,1618086.9861739753
21.3,0.0,54.70108783875077,0.0,23.0,1737010.9740219507
