Time,THERMAL ZONE 1:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 1::Des Latent Heat Load [W],THERMAL ZONE 1::Des Latent Cool Load [W],THERMAL ZONE 1::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 1::Des Heat Load No DOAS [W],THERMAL ZONE 1::Des Sens Cool Load No DOAS [W],THERMAL ZONE 1::Des Latent Heat Load No DOAS [W],THERMAL ZONE 1::Des Latent Cool Load No DOAS [W],THERMAL ZONE 1:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 1:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 1:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 1:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],THERMAL ZONE 2:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2::Des Latent Heat Load [W],THERMAL ZONE 2::Des Latent Cool Load [W],THERMAL ZONE 2::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 2::Des Heat Load No DOAS [W],THERMAL ZONE 2::Des Sens Cool Load No DOAS [W],THERMAL ZONE 2::Des Latent Heat Load No DOAS [W],THERMAL ZONE 2::Des Latent Cool Load No DOAS [W],THERMAL ZONE 2:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 2:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 2:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 2:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],THERMAL ZONE 3:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3::Des Latent Heat Load [W],THERMAL ZONE 3::Des Latent Cool Load [W],THERMAL ZONE 3::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 3::Des Heat Load No DOAS [W],THERMAL ZONE 3::Des Sens Cool Load No DOAS [W],THERMAL ZONE 3::Des Latent Heat Load No DOAS [W],THERMAL ZONE 3::Des Latent Cool Load No DOAS [W],THERMAL ZONE 3:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 3:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 3:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 3:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],THERMAL ZONE 4:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4::Des Latent Heat Load [W],THERMAL ZONE 4::Des Latent Cool Load [W],THERMAL ZONE 4::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 4::Des Heat Load No DOAS [W],THERMAL ZONE 4::Des Sens Cool Load No DOAS [W],THERMAL ZONE 4::Des Latent Heat Load No DOAS [W],THERMAL ZONE 4::Des Latent Cool Load No DOAS [W],THERMAL ZONE 4:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 4:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 4:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 4:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%],THERMAL ZONE 5:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:BEIJING ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:BEIJING ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5::Des Latent Heat Load [W],THERMAL ZONE 5::Des Latent Cool Load [W],THERMAL ZONE 5::Des Latent Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Latent Cool Mass Flow [kg/s],THERMAL ZONE 5::Des Heat Load No DOAS [W],THERMAL ZONE 5::Des Sens Cool Load No DOAS [W],THERMAL ZONE 5::Des Latent Heat Load No DOAS [W],THERMAL ZONE 5::Des Latent Cool Load No DOAS [W],THERMAL ZONE 5:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Temperature [C],THERMAL ZONE 5:BEIJING ANN HTG 99.6% CONDNS DB:Heating Zone Relative Humidity [%],THERMAL ZONE 5:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],THERMAL ZONE 5:BEIJING ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
21:50:00,5.227536E+03,2.617444E+03,5.692389E-01,4.733586E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099414E+01,4.655446E+01,2.141769E+01,5.480534E+01,8.694606E+03,3.195681E+03,7.746746E-01,5.779217E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099340E+01,4.646134E+01,2.141778E+01,5.499215E+01,2.977407E+03,2.794660E+03,4.168023E-01,3.694831E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099464E+01,4.805292E+01,2.141066E+01,5.785520E+01,2.183899E+03,8.622391E+02,4.280386E-01,2.471825E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099652E+01,4.839851E+01,2.141772E+01,5.526552E+01,1.714273E+03,7.998852E+02,3.360587E-01,2.293034E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099749E+01,4.881900E+01,2.141778E+01,5.522669E+01
22:00:00,5.227482E+03,2.606994E+03,5.692330E-01,4.714688E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099414E+01,4.655441E+01,2.141769E+01,5.481125E+01,8.694523E+03,3.177015E+03,7.746673E-01,5.745462E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099340E+01,4.646129E+01,2.141778E+01,5.500167E+01,2.977385E+03,2.784346E+03,4.167993E-01,3.681209E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099464E+01,4.805290E+01,2.141064E+01,5.787082E+01,2.183873E+03,8.588791E+02,4.280335E-01,2.462193E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099652E+01,4.839848E+01,2.141772E+01,5.527315E+01,1.714248E+03,7.969001E+02,3.360538E-01,2.284477E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.099749E+01,4.881896E+01,2.141778E+01,5.523379E+01
22:10:00,4.848304E+03,2.168153E+03,5.166673E-01,3.921053E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.906898E+01,5.074824E+01,2.367578E+01,4.891991E+01,8.095585E+03,2.639754E+03,7.074934E-01,4.773855E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.899692E+01,5.094070E+01,2.333916E+01,5.015147E+01,2.800733E+03,2.410082E+03,3.808155E-01,3.134953E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.898472E+01,5.277761E+01,2.502813E+01,4.749015E+01,2.015062E+03,7.143410E+02,3.826002E-01,2.047838E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.908918E+01,5.258393E+01,2.299021E+01,5.143307E+01,1.561517E+03,6.628456E+02,2.975497E-01,1.900183E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.915768E+01,5.315449E+01,2.283420E+01,5.151661E+01
22:20:00,4.595227E+03,1.731064E+03,4.750700E-01,3.130588E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.864646E+01,5.155612E+01,2.536816E+01,4.530775E+01,7.662263E+03,2.105660E+03,6.526789E-01,3.807975E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.860634E+01,5.168676E+01,2.469247E+01,4.742678E+01,2.679839E+03,2.103018E+03,3.504970E-01,2.641324E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.860659E+01,5.360403E+01,2.647936E+01,4.401084E+01,1.897511E+03,5.703500E+02,3.440734E-01,1.635052E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.866322E+01,5.339867E+01,2.418799E+01,4.905232E+01,1.456746E+03,5.292843E+02,2.656478E-01,1.517302E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.869468E+01,5.414377E+01,2.397367E+01,4.896468E+01
22:30:00,4.340225E+03,1.348546E+03,4.327867E-01,2.392154E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850839E+01,5.133995E+01,2.613826E+01,4.397725E+01,7.229326E+03,1.574669E+03,5.974174E-01,2.847706E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850631E+01,5.133063E+01,2.531721E+01,4.646202E+01,2.557966E+03,1.830446E+03,3.197240E-01,2.175370E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.851211E+01,5.349451E+01,2.667385E+01,4.352973E+01,1.781027E+03,4.269101E+02,3.051586E-01,1.223845E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.851455E+01,5.324594E+01,2.478229E+01,4.811816E+01,1.355843E+03,3.962146E+02,2.338443E-01,1.135830E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.851283E+01,5.409582E+01,2.456923E+01,4.782891E+01
22:40:00,4.129462E+03,1.009425E+03,3.942507E-01,1.694854E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850264E+01,5.120472E+01,2.657629E+01,4.345243E+01,6.875164E+03,1.046742E+03,5.478534E-01,1.892978E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850158E+01,5.122553E+01,2.580701E+01,4.590962E+01,2.459111E+03,1.569004E+03,2.912968E-01,1.718687E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850432E+01,5.353674E+01,2.669738E+01,4.341677E+01,1.684620E+03,2.840315E+02,2.688351E-01,8.142477E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850615E+01,5.316757E+01,2.527173E+01,4.752675E+01,1.270302E+03,2.636408E+02,2.040308E-01,7.557805E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850637E+01,5.393314E+01,2.507728E+01,4.700363E+01
22:50:00,3.937218E+03,7.037168E+02,3.572864E-01,1.029434E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850100E+01,5.108698E+01,2.668724E+01,4.352833E+01,6.553171E+03,5.218544E+02,5.006180E-01,9.437461E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850016E+01,5.114718E+01,2.611308E+01,4.570571E+01,2.368199E+03,1.312865E+03,2.636782E-01,1.266975E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850170E+01,5.359076E+01,2.669730E+01,4.336504E+01,1.596825E+03,1.417233E+02,2.336266E-01,4.062855E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850359E+01,5.315538E+01,2.558783E+01,4.727433E+01,1.193437E+03,1.315664E+02,1.753466E-01,3.771620E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850464E+01,5.382289E+01,2.541510E+01,4.656118E+01
23:00:00,3.756769E+03,4.149636E+02,3.213252E-01,3.809831E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850045E+01,5.116567E+01,2.669892E+01,4.399431E+01,6.253917E+03,3.374702E+01,4.550317E-01,3.111880E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.849967E+01,5.126915E+01,2.651693E+01,4.575573E+01,2.282893E+03,1.060964E+03,2.366349E-01,8.193895E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850083E+01,5.370519E+01,2.669687E+01,4.327568E+01,1.514764E+03,0.000000E+00,1.991644E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850276E+01,5.330202E+01,2.603735E+01,4.719547E+01,1.121732E+03,0.000000E+00,1.473358E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850408E+01,5.391984E+01,2.591060E+01,4.614614E+01
23:10:00,3.964822E+03,5.685064E+02,3.387231E-01,5.215938E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850030E+01,5.131068E+01,2.669887E+01,4.451184E+01,6.571754E+03,7.765853E+01,4.779362E-01,7.132962E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.849956E+01,5.144526E+01,2.669944E+01,4.653003E+01,2.378577E+03,1.176549E+03,2.460214E-01,9.082351E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850059E+01,5.380328E+01,2.669687E+01,4.318692E+01,1.606067E+03,0.000000E+00,2.107286E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850255E+01,5.346239E+01,2.642499E+01,4.761091E+01,1.206866E+03,0.000000E+00,1.583645E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850393E+01,5.408015E+01,2.635569E+01,4.618226E+01
23:20:00,4.054060E+03,7.287858E+02,3.457743E-01,6.683749E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850031E+01,5.144088E+01,2.669879E+01,4.477922E+01,6.738320E+03,1.343275E+02,4.895236E-01,1.232221E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.849959E+01,5.159393E+01,2.669961E+01,4.731468E+01,2.421830E+03,1.227826E+03,2.500859E-01,9.476860E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850055E+01,5.387003E+01,2.669687E+01,4.314119E+01,1.649698E+03,0.000000E+00,2.158557E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850253E+01,5.358015E+01,2.657365E+01,4.829421E+01,1.247266E+03,0.000000E+00,1.632133E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850393E+01,5.421838E+01,2.653419E+01,4.666310E+01
23:30:00,4.151164E+03,8.412341E+02,3.540183E-01,7.708563E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850035E+01,5.153589E+01,2.669799E+01,4.488868E+01,6.916197E+03,2.133682E+02,5.024083E-01,1.956029E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.849965E+01,5.170064E+01,2.669928E+01,4.775887E+01,2.468678E+03,1.246762E+03,2.548752E-01,9.620936E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850056E+01,5.391648E+01,2.669534E+01,4.312220E+01,1.695236E+03,4.643420E+00,2.217603E-01,5.256611E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850255E+01,5.365993E+01,2.665484E+01,4.884574E+01,1.286480E+03,2.833292E+00,1.683148E-01,3.217805E-04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850396E+01,5.431638E+01,2.662698E+01,4.713875E+01
23:40:00,4.208801E+03,9.157391E+02,3.589225E-01,8.387414E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850039E+01,5.160484E+01,2.669783E+01,4.494838E+01,7.024670E+03,3.019052E+02,5.102767E-01,2.766824E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.849970E+01,5.177888E+01,2.669893E+01,4.809539E+01,2.494598E+03,1.256396E+03,2.575348E-01,9.695581E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850057E+01,5.395282E+01,2.669505E+01,4.310439E+01,1.723074E+03,1.300522E+01,2.253849E-01,1.467405E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850258E+01,5.372039E+01,2.669948E+01,4.948718E+01,1.312469E+03,1.110105E+01,1.717065E-01,1.252924E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850399E+01,5.438684E+01,2.669958E+01,4.774448E+01
23:50:00,4.251938E+03,9.612860E+02,3.625982E-01,8.803668E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850042E+01,5.165892E+01,2.669774E+01,4.495260E+01,7.108837E+03,3.977319E+02,5.163880E-01,3.644393E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.849973E+01,5.184096E+01,2.669874E+01,4.822065E+01,2.514309E+03,1.262214E+03,2.595648E-01,9.740772E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850059E+01,5.398277E+01,2.669499E+01,4.309461E+01,1.744302E+03,2.287246E+01,2.281568E-01,2.578691E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850260E+01,5.377068E+01,2.669956E+01,4.995510E+01,1.331590E+03,1.995860E+01,1.742057E-01,2.250486E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850401E+01,5.444217E+01,2.669962E+01,4.829726E+01
24:00:00,4.286528E+03,9.934084E+02,3.655479E-01,9.098019E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850043E+01,5.170420E+01,2.669769E+01,4.493250E+01,7.176643E+03,4.650572E+02,5.213141E-01,4.258824E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.849976E+01,5.189287E+01,2.669860E+01,4.822317E+01,2.529794E+03,1.265001E+03,2.611623E-01,9.762517E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850060E+01,5.400743E+01,2.669497E+01,4.309074E+01,1.761422E+03,3.472181E+01,2.303953E-01,3.913224E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850261E+01,5.381326E+01,2.669946E+01,5.021383E+01,1.347014E+03,3.110704E+01,1.762234E-01,3.506064E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.850402E+01,5.448853E+01,2.669957E+01,4.867402E+01
Peak,6.016390E+03,3.494974E+03,6.417406E-01,6.320484E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,1.013101E+04,4.705809E+03,8.891578E-01,8.510101E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,3.341151E+03,4.167359E+03,4.579044E-01,5.508891E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,2.580447E+03,1.181259E+03,4.890737E-01,2.895526E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,2.075503E+03,1.106374E+03,3.916257E-01,2.683677E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,

Peak Vol Flow (m3/s),,,5.348523E-01,5.267744E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,7.410598E-01,7.092659E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,3.816359E-01,4.591330E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,4.076136E-01,2.413248E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,3.263965E-01,2.236684E-01,,,0.000000E+00,0.000000E+00,,,,,,,,
